title,company_name,location,formatted_experience_level,normalized_salary,python,sql,excel,tableau,powerbi
SaaS Data Analyst,SymphonyAI,"Englewood, CO",Entry level,,False,True,True,False,False
Business Data Analyst,Culligan International,"Rosemont, IL",Mid-Senior level,,True,True,True,True,True
BI Data Analyst - AWS QuickSight,Dice,"Tempe, AZ",Mid-Senior level,,True,True,True,False,True
"Senior Data Analyst, Pricing",Paysafe,"Jacksonville, FL",,,True,True,True,False,False
Data Analyst,Chenega MIOS SBU,"Alexandria, VA",Entry level,,False,False,True,False,False
Sr Data Analyst,Northwestern Mutual,"Franklin, WI",Mid-Senior level,107400.0,False,True,True,False,True
Senior Data Analyst,SAE International,"Warrendale, PA",Mid-Senior level,,True,True,False,True,True
Data Analyst,Health Care Service Corporation,"Richardson, TX",,,False,False,True,False,True
Data Analyst- Business Intelligence,Unified Women's Healthcare,"Florida, United States",,,True,True,False,False,True
Data Analyst,Coders Data,New York City Metropolitan Area,Entry level,,False,True,False,False,False
Entry Level Data Analyst,CCS Global Tech,"San Diego, CA",Entry level,,False,False,True,False,False
Business Data Analyst III :24-01044,"Akraya, Inc.","San Diego, CA",Mid-Senior level,,True,True,True,True,False
"Sr. Data Analyst, Programmatic Advertising",PulsePoint,"Newark, NJ",Mid-Senior level,,True,True,True,True,False
Senior BI and Data Analyst,Novo Nordisk,"Plainsboro, NJ",,,False,True,True,True,True
Senior Data Analyst,EnergyHub,United States,Mid-Senior level,,True,True,False,True,False
Data Analyst – Banking ,Genpact,"Tampa, FL",Mid-Senior level,115000.0,False,False,True,False,False
Senior Data Analyst for Growth,Tide Cleaners,"Cincinnati, OH",,100000.0,False,False,True,False,True
Data Analyst,Open Systems Technologies,"New York, NY",Entry level,99840.0,False,False,False,False,False
Data Analyst 1,Aditi Consulting,"Plano, TX",Mid-Senior level,,False,True,False,False,False
"Data Analyst, Marketing",Crum & Forster,"Glastonbury, CT",Entry level,90650.0,False,True,True,False,False
"Data Analyst, Operations",Crum & Forster,"Glastonbury, CT",Entry level,90650.0,False,True,True,False,False
Data Analyst - Office of Institutional Research & Analysis,Washington University in St. Louis,"St Louis, MO",Entry level,87600.0,False,False,False,True,True
ACH Data Analyst,Global Payments Inc.,"Oklahoma City, OK",Entry level,,False,False,True,False,False
Data Analyst (AVP Position),MUFG,"Tampa, FL",Entry level,112500.0,True,True,True,True,True
Business Data Analyst,Infogain,"Springdale, AR",Entry level,88400.0,False,False,True,False,False
Data Analyst/Workstation Support,Revolution Technologies,"Columbia, SC",Associate,,False,False,True,False,False
Data Analyst,AbbVie,"Mettawa, IL",Entry level,,True,True,False,False,False
Business Data Analyst,Rose International,"San Diego, CA",Mid-Senior level,124800.0,True,True,True,True,False
Senior Data Analyst,AT&T,"Dallas, TX",,165450.0,True,False,False,True,True
Online Data Analyst,TELUS International,"Bennington, VT",Entry level,,False,False,False,False,False
Online Data Analyst,TELUS International,"Garland, TX",Entry level,,False,False,False,False,False
Master Data Analyst,GlobalSource IT,Greater Minneapolis-St. Paul Area,Associate,,False,False,True,False,False
Online Data Analyst,TELUS International,"Vermont, United States",Entry level,,False,False,False,False,False
Data Analyst with Security Clearance,ClearanceJobs,"Quantico, VA",Entry level,,False,True,False,False,True
Online Data Analyst,TELUS International,"Texas, United States",Entry level,,False,False,False,False,False
Online Data Analyst,TELUS International,"Manchester, VT",Entry level,,False,False,False,False,False
Online Data Analyst,TELUS International,"Brownsville, TX",Entry level,,False,False,False,False,False
Online Data Analyst,TELUS International,"Stowe, VT",Entry level,,False,False,False,False,False
Online Data Analyst,TELUS International,"Carrollton, TX",Entry level,,False,False,False,False,False
Online Data Analyst,TELUS International,"College Station, TX",Entry level,,False,False,False,False,False
Online Data Analyst,TELUS International,"Beaumont, TX",Entry level,,False,False,False,False,False
Data Analyst Supporting the FBI with Security Clearance,ClearanceJobs,"Washington, DC",Entry level,,False,False,True,False,False
Online Data Analyst,TELUS International,"Killington, VT",Entry level,,False,False,False,False,False
Data Analyst,Apex Systems,"Richmond, VA",Entry level,,False,False,True,False,False
Property & Casualty Insurance - Senior Data Analyst,Verisk,"Jersey City, NJ",Mid-Senior level,,True,True,True,False,False
Cross Asset Market Data Analyst,ICE,"Atlanta, GA",,,False,True,True,False,False
Data Analyst,DataAnnotation,Denver Metropolitan Area,,,True,True,True,False,False
Business Data Analyst - Loans Transformation,Motion Recruitment,"New York, NY",Mid-Senior level,,False,True,True,False,False
Data Analyst,Coders Data,New York City Metropolitan Area,Entry level,,False,False,False,False,False
Data Analyst/Project Manager,Mitchell Martin Inc.,"New York, United States",Mid-Senior level,,False,True,True,False,False
Data Analyst,Matrix Finance and Accounting,"Bellevue, WA",Mid-Senior level,104000.0,True,True,False,True,False
Data Analyst,DataAnnotation,Greater Orlando,,,True,True,True,False,False
Data Analyst,Altum Solutions,"Columbia, South Carolina Metropolitan Area",Mid-Senior level,68640.0,False,False,True,False,False
Data Analyst,DataAnnotation,New York City Metropolitan Area,,,True,True,True,False,False
Data Analyst,Cornerstone Building Brands,"Kearney, MO",Associate,90000.0,True,True,True,True,True
Data Analyst,Amtex Systems Inc.,"Juno Beach, FL",Mid-Senior level,,True,True,True,False,False
Senior Research Data Analyst-DBH,State of Missouri,"Jefferson City, MO",Mid-Senior level,,False,True,True,True,False
Data Analyst - Programmer (Department of Translational Medicine and Human Genetics),University of Pennsylvania,"Philadelphia, PA",Entry level,62702.5,True,True,True,False,False
Tableau Data Analyst - PowerBI and SharePoint,"BAE Systems, Inc.","Sterling, VA",Entry level,124575.0,False,False,False,True,True
Data Analyst,Motion Recruitment,"Audubon, PA",Entry level,,False,False,False,False,False
Sr. Data Analyst,Beyondsoft,United States,Mid-Senior level,,True,True,True,True,True
Loans Transformation Data Analyst,Rose International,"New York, NY",Mid-Senior level,176800.0,False,True,True,False,False
Sr. Staff Data Analyst - Marketing Analytics,Achieve,"Arizona, United States",Mid-Senior level,167500.0,True,True,False,True,False
Junior Data Analyst,Coders Data,United States,Entry level,,True,True,False,True,False
Senior SAP Data Analyst (No corp to Corp),Bayforce,Greater Chicago Area,Mid-Senior level,,False,True,False,False,False
Data Analyst / Technical Writer 3 - Top Secret Clearance,AMERICAN SYSTEMS,"Fredericksburg, VA",Mid-Senior level,,False,False,True,False,False
Loan Transformation Data Analyst ,Confidential,"Tampa, FL",Mid-Senior level,156000.0,False,True,True,False,False
Data Analyst,Gravity IT Resources,"Juno Beach, FL",Mid-Senior level,72800.0,True,True,True,False,True
Senior Data Analyst,Veeam Software,"Alpharetta, GA",Mid-Senior level,122850.0,True,True,True,True,False
Financial Data Analyst,Cyber Guardian Threat Solutions LLC,"Arlington, VA",,95000.0,False,False,True,False,True
Information Technology Data Analyst II - Professional Development,CHRISTUS Health,"Irving, TX",,,False,False,False,False,False
"Data Analyst, Research Solutions",Truveta,Greater Seattle Area,Mid-Senior level,125000.0,False,True,False,False,False
SR BI DATA ANALYST,Lakeview,"Coral Gables, FL",Mid-Senior level,,False,True,True,False,False
"Data Analyst - Consumer Analytics - Hybrid in Dallas,  TX","Softworld, a Kelly Company","Dallas, TX",Mid-Senior level,136520.80000000002,False,True,False,False,True
Research Data Analyst,"University of California, San Francisco","San Francisco, CA",,,False,False,True,False,False
Financial Data Analyst,Keurig Dr Pepper Inc.,"Frisco, TX",,,False,True,True,True,True
Senior Data Analyst,EnergyHub,United States,Mid-Senior level,135000.0,True,True,False,True,False
Data Analyst IV (Remote),Talentify.io,United States,Mid-Senior level,120000.0,True,True,True,False,False
Senior Compensation & People Data Analyst,Rippling,"Austin, TX",Mid-Senior level,128500.0,False,False,True,False,False
"Manager DD&I, Data Analyst Clinical Operations",BioNTech SE,"Cambridge, MA",Mid-Senior level,,False,False,False,False,False
Lead Marketing Data Analyst,Plymouth Rock Assurance,"Woodbridge, NJ",Mid-Senior level,,True,True,True,True,False
Master Data Analyst,Carnival Corporation,Miami-Fort Lauderdale Area,Associate,,False,False,True,False,False
Sr Data Analyst,Solü Technology Partners,"Phoenix, AZ",Mid-Senior level,95000.0,False,True,True,False,False
Lead Data Analyst,Marathon Health,"Burlington, VT",,,True,True,False,True,False
"Data Analyst II (W2 Role, Only for locals to CA)",SPECTRAFORCE,"Rialto, CA",Associate,,False,False,True,False,False
Data Analyst (Junior),Lexical Intelligence,Washington DC-Baltimore Area,,70000.0,True,True,True,False,False
Online Data Analyst | Work From Home,TELUS International AI Data Solutions,"North Carolina, United States",Entry level,,False,False,False,False,False
Junior Data Analyst,Coders Data,United States,Entry level,77500.0,False,False,True,False,False
Master Data Analyst,Revolution Technologies,"Creve Coeur, MO",Entry level,89440.0,True,True,False,False,False
SAP Data Analyst,Bayforce,"Mundelein, IL",Mid-Senior level,,False,True,True,False,False
Business Data Analyst - Loans,Motion Recruitment,"New York, NY",Mid-Senior level,,False,True,True,False,False
Lead Marketing Data Analyst,Plymouth Rock Assurance,"Woodbridge, NJ",Mid-Senior level,,False,True,True,True,False
Data Analyst,Aquarius Professional Staffing,"Indianapolis, IN",Mid-Senior level,,False,True,False,False,False
Energy Policy & Data Analyst,Sunnova Energy,United States,Entry level,100000.0,True,True,True,True,False
Data Analyst: 24-00481,RSC Solutions,"Plano, TX",Entry level,,False,True,True,False,False
Business Data Analyst,Dice,"Portland, OR",Mid-Senior level,,False,True,False,False,False
"SAP Data Analyst, MN/Remote - Direct Client",Dice,"Maplewood, MN",Entry level,,False,False,True,False,False
Data Analyst or Data Product Manager (Native US Citizens Only),Info Way Solutions,"Austin, TX",Mid-Senior level,119600.0,False,True,False,True,False
Data Analyst,Vertisystem,"Pennsylvania, United States",Mid-Senior level,85280.0,True,True,True,True,False
Data Analyst,Infojini Inc,"Greenville, SC",Associate,,False,True,False,True,True
Senior Healthcare Data Analyst,Medica,United States,Mid-Senior level,91100.0,False,True,True,False,False
Data Analyst | Power BI (Remote),Trace3,"Irvine, CA",Mid-Senior level,125050.0,True,True,False,False,True
Data Analyst (contract),Wells Fargo,"Charlotte, NC",Mid-Senior level,,False,False,True,False,False
Data Analyst,PrimePay,"West Chester, PA",Entry level,70000.0,True,True,True,True,True
Data Analyst,Cisco Meraki,United States,Entry level,,True,True,True,True,False
Data Analyst,orangepeople,"Orlando, FL",Mid-Senior level,179920.0,False,True,True,False,False
Data Analyst II - Staff Credentialing,CHRISTUS Health,"Irving, TX",,,False,False,False,False,False
Senior Data Analyst,Huntress,United States,Mid-Senior level,130000.0,False,True,True,True,True
